cluster,Alveolar_macrophages;lung,Astrocytes;brain,B_cells;adipose_tissue,B_cells;bone_marrow,B_cells;breast,B_cells;liver,B_cells;lung,B_cells;muscle_organ,B_cells;spleen,Basal_cells;breast,Basal_cells_of_epidermis;skin_of_body,Basal_cells_of_epidermis;tongue,Basophils;bone_marrow,Bergmann_glial_cells;brain,Bladder_cells;urinary_bladder,Bladder_urothelial_cells;urinary_bladder,Blood_cells;trachea,Brain_pericytes;brain,Cardiomyocytes;heart,Cardiomyocytes;vasculature,Ciliated_columnar_cells_of_tracheobronchial_tree;lung,Classical_monocytes;lung,Common_lymphoid_progenitors;bone_marrow,Dendritic_cells;spleen,Double-negative_thymic_pro-T_cells;thymus,Ductal_epithelial_cells;liver,Early_pro-B_cells;bone_marrow,Epithelial_brush_cells;colon,Fraction_A_pre-pro_B_cells;bone_marrow,Kupffer_cell;liver,Langerhans_cell;tongue,Not_Annotated;adipose_tissue,Not_Annotated;heart,Not_Annotated;lung,Not_Annotated;muscle_organ,Not_Annotated;trachea,Not_Annotated;vasculature,Slamf1-negative_multipotent_progenitor_cells;bone_marrow,Slamf1-positive_multipotent_progenitor_cells;bone_marrow,T_cells;adipose_tissue,T_cells;bone_marrow,T_cells;breast,T_cells;lung,T_cells;muscle_organ,T_cells;spleen,collecting_duct_epithelial_cells;kidney,colon_epithelial_cells;colon,colon_goblet_cells;colon,endocardial_cells;heart,endocardial_cells;vasculature,endothelial_cells;adipose_tissue,endothelial_cells;brain,endothelial_cells;breast,endothelial_cells;heart,endothelial_cells;kidney,endothelial_cells;muscle_organ,endothelial_cells;pancreas,endothelial_cells;trachea,endothelial_cells;urinary_bladder,endothelial_cells;vasculature,enterocytes;colon,enteroendocrine_cells;colon,epidermal_cells;skin_of_body,epithelial_cells;trachea,epithelial_cells_of_proximal_tubule;kidney,erythroblasts;bone_marrow,erythrocytes;vasculature,fibroblasts;heart,fibroblasts;vasculature,granulocyte_monocyte_progenitor_cells;bone_marrow,granulocytes;bone_marrow,granulocytopoietic_cells;bone_marrow,hematopoietic_precursor_cells;bone_marrow,hepatocytes;liver,immature_B_cells;bone_marrow,immature_NK_T_cells;bone_marrow,immature_T_cells;bone_marrow,immature_T_cells;thymus,immature_natural_killer_cells;bone_marrow,keratinocyte_stem_cells;skin_of_body,keratinocytes;tongue,kidney_capillary_endothelial_cells;kidney,kidney_cells;kidney,late_pro-B_cells;bone_marrow,leukocytes;heart,leukocytes;kidney,leukocytes;liver,leukocytes;lung,leukocytes;pancreas,leukocytes;skin_of_body,leukocytes;thymus,leukocytes;urinary_bladder,loop_of_Henle_ascending_limb_epithelial_cells;kidney,luminal_epithelial_cells_of_mammary_gland;breast,lung_endothelial_cells;lung,lung_epithelial_cells;lung,lymphocytes;muscle_organ,macrophages;bone_marrow,macrophages;brain,macrophages;breast,macrophages;kidney,macrophages;muscle_organ,macrophages;spleen,mast_cells;lung,mature_natural_killer_cells;bone_marrow,megakaryocyte-erythroid_progenitor_cells;bone_marrow,mesangial_cells;kidney,mesenchymal_cells;trachea,mesenchymal_stem_cells;muscle_organ,mesenchymal_stem_cells_of_adipose;adipose_tissue,microglia;brain,monocytes;bone_marrow,monocytes;lung,myeloid_cells;adipose_tissue,myeloid_cells;lung,myofibroblasts;heart,naive_B_cells;bone_marrow,natural_killer_cells;adipose_tissue,natural_killer_cells;liver,natural_killer_cells;lung,natural_killer_cells;spleen,neuroendocrine_cells;trachea,neurons;brain,non-classical_monocytes;lung,oligodendrocyte_precursor_cells;brain,oligodendrocytes;brain,pancreatic_A_cells;pancreas,pancreatic_D_cells;pancreas,pancreatic_PP_cells;pancreas,pancreatic_acinar_cells;pancreas,pancreatic_beta_cells;pancreas,pancreatic_ductal_cells;pancreas,pancreatic_stellate_cells;pancreas,pre-natural_killer_cells;bone_marrow,precursor_B_cells;bone_marrow,proerythroblasts;bone_marrow,professional_antigen_presenting_cells;vasculature,promonocytes;bone_marrow,proximal_straight_tubule_epithelial_cells;kidney,regulatory_T_cells;bone_marrow,sinusoidal_endothelial_cells;liver,skeletal_muscle_satellite_cells;muscle_organ,skeletal_muscle_satellite_stem_cells;muscle_organ,smooth_muscle_cells;heart,stem_cells_of_epidermis;skin_of_body,stromal_cells;breast,stromal_cells;lung,type_II_pneumocytes;lung
Basal_cells_of_epidermis;skin_of_body_TRUE,8,5,9,9,9,9,9,9,9,10,10,10,3,7,2,1,8,4,6,6,3,7,8,7,7,10,2,3,2,4,6,0,0,0,0,0,0,9,9,9,9,9,9,9,9,10,10,4,0,0,10,10,10,10,10,10,10,10,10,10,3,3,9,10,10,6,8,9,9,9,8,0,2,9,2,10,7,7,10,10,10,6,6,2,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,7,10,2,3,6,8,8,5,9,9,7,7,7,5,10,10,10,10,5,10,7,3,4,0,0,0,3,2,1,6,10,3,0,10,0,10,7,10,0,9,6,9,9,9,5
Basal_cells_of_epidermis;tongue_TRUE,7,5,7,7,7,7,7,7,7,6,6,6,1,7,2,0,7,4,5,5,0,6,3,7,7,7,3,0,3,5,3,0,0,0,0,0,0,8,8,7,7,7,7,7,7,7,7,4,0,0,9,9,9,9,9,9,9,9,9,9,2,2,6,8,7,4,7,7,7,8,4,0,1,8,0,7,7,7,7,9,9,2,4,3,7,7,7,7,7,7,7,7,7,7,7,7,8,9,9,9,9,9,9,5,7,2,2,4,7,7,4,7,7,4,4,4,5,7,7,7,7,2,9,6,2,5,0,0,0,3,3,0,3,7,6,0,8,0,7,4,7,1,8,3,8,7,7,1
Basophils;bone_marrow_TRUE,10,7,10,10,10,10,10,10,10,6,6,6,8,9,1,0,10,3,8,8,1,10,8,9,9,9,3,0,3,8,8,0,0,0,0,0,0,10,10,10,10,10,10,10,10,9,9,3,1,1,10,10,10,10,10,10,10,10,10,10,5,0,8,10,9,4,10,10,10,10,8,0,3,7,3,9,9,9,9,10,8,2,5,3,10,10,10,10,10,10,10,10,9,9,9,9,9,10,10,10,10,10,10,8,9,2,3,3,8,8,6,10,10,9,9,4,8,9,9,9,9,3,10,10,1,3,1,1,0,2,2,0,2,9,6,1,10,2,9,8,9,0,10,6,10,8,8,1
Bergmann_glial_cells;brain_TRUE,9,10,10,10,10,10,10,10,10,7,6,6,2,10,1,1,10,6,9,9,0,10,2,10,9,10,1,0,0,6,5,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,5,0,0,10,10,10,10,10,10,10,10,10,10,6,0,8,10,10,2,10,10,10,10,6,0,0,10,0,10,9,9,9,10,8,5,5,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,8,9,1,4,4,9,8,10,10,10,8,8,7,6,9,9,9,9,1,10,10,7,10,0,0,0,2,3,1,2,9,8,0,10,0,10,6,10,0,10,7,10,10,10,0
Bladder_cells;urinary_bladder_TRUE,10,9,9,9,9,9,9,9,9,8,8,8,4,9,2,0,9,6,10,10,3,8,5,8,9,10,3,0,2,7,4,0,0,0,0,0,0,9,9,10,10,10,10,10,10,10,10,5,2,2,9,9,9,9,9,9,9,9,9,9,5,1,7,10,10,4,9,10,10,9,7,0,1,9,2,10,9,9,9,9,10,6,7,2,9,9,9,9,9,9,9,9,10,10,8,10,10,10,10,10,10,10,10,8,9,2,7,9,10,10,7,9,9,8,8,8,7,9,9,9,9,3,10,8,7,5,3,0,0,3,2,0,6,9,7,0,9,0,10,7,8,0,9,9,9,10,10,3
Bladder_urothelial_cells;urinary_bladder_TRUE,8,7,9,9,9,9,9,9,9,6,5,5,1,6,0,0,8,3,5,5,0,8,2,7,6,9,2,0,2,5,1,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,4,0,0,9,9,9,9,9,9,9,9,9,9,2,1,7,9,9,2,8,9,9,9,7,0,0,7,2,9,6,6,8,9,9,1,1,2,8,8,8,8,8,8,8,8,9,9,9,9,9,8,8,8,8,8,8,4,8,2,2,4,9,9,4,8,8,7,7,7,4,8,8,8,8,4,8,8,1,3,0,0,0,2,0,0,1,8,6,0,9,0,9,4,9,0,9,2,9,7,7,0
Blood_cells;trachea_TRUE,8,9,10,10,10,10,10,10,10,4,4,4,3,6,1,0,9,3,7,7,0,10,3,9,6,9,3,0,1,5,3,0,0,0,0,0,0,9,9,9,9,9,9,9,9,9,9,2,0,0,10,10,10,10,10,10,10,10,10,10,7,3,4,9,9,2,9,8,8,10,7,0,4,8,3,9,6,6,9,9,6,2,4,3,9,9,9,9,9,9,9,9,9,9,8,9,10,10,10,10,10,10,10,10,9,2,3,4,9,9,10,10,10,7,7,4,6,9,9,9,9,2,8,10,2,6,1,0,0,4,2,0,0,9,8,0,10,1,9,7,8,0,9,6,9,8,8,1
Brain_pericytes;brain_TRUE,10,9,10,10,10,10,10,10,10,9,8,8,2,9,2,1,10,8,10,10,0,10,5,9,10,10,3,0,3,9,5,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,6,2,2,10,10,10,10,10,10,10,10,10,10,5,0,8,10,10,4,10,10,10,10,9,0,1,10,1,10,10,10,9,10,9,3,8,3,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,4,9,6,10,10,9,10,10,10,10,10,10,9,9,9,9,3,10,10,3,6,1,0,0,5,4,3,4,9,10,1,10,0,10,7,10,0,10,10,10,10,10,3
Cardiomyocytes;heart_TRUE,9,9,10,10,10,10,10,10,10,6,6,6,3,9,1,0,9,6,10,10,4,8,7,9,7,10,2,2,2,8,4,0,0,0,0,0,0,10,10,8,8,8,8,8,8,10,10,3,5,5,10,10,10,10,10,10,10,10,10,10,3,2,7,10,10,4,9,10,10,10,8,0,0,10,1,8,7,7,8,10,8,3,5,2,10,10,10,10,10,10,10,10,10,10,8,10,9,10,10,10,10,10,10,6,8,3,5,6,10,10,7,10,10,7,7,5,5,8,8,8,8,2,10,8,1,7,1,0,1,5,1,1,6,8,4,1,10,1,10,4,8,0,10,8,10,7,7,1
Cardiomyocytes;vasculature_TRUE,9,5,10,10,10,10,10,10,10,7,7,7,2,8,1,0,7,5,8,8,4,5,5,6,7,8,2,1,2,5,3,0,0,0,0,0,0,10,10,9,9,9,9,9,9,8,8,4,3,3,8,8,8,8,8,8,8,8,8,8,2,2,4,8,8,3,7,10,10,10,6,0,0,10,1,9,7,7,7,10,7,3,3,2,10,10,10,10,10,10,10,10,8,8,7,8,8,10,10,10,10,10,10,5,7,1,2,4,9,9,4,5,5,6,6,6,3,7,7,7,7,1,9,5,3,4,1,0,1,1,3,1,4,7,4,1,8,1,8,2,7,0,10,7,10,5,5,1
Ciliated_columnar_cells_of_tracheobronchial_tree;lung_TRUE,4,4,6,6,6,6,6,6,6,3,1,1,0,3,0,0,7,1,1,1,0,3,1,2,0,5,0,0,0,1,1,0,0,0,0,0,0,7,7,5,5,5,5,5,5,5,5,1,0,0,5,5,5,5,5,5,5,5,5,5,0,0,1,5,5,1,7,4,4,8,4,0,0,4,0,3,0,0,3,7,2,0,3,0,5,5,5,5,5,5,5,5,5,5,2,5,6,6,6,6,6,6,6,0,3,1,0,1,2,2,1,3,3,2,2,1,1,3,3,3,3,0,6,3,0,3,0,0,0,0,0,0,0,3,3,1,5,0,5,2,2,0,7,0,7,3,3,0
Classical_monocytes;lung_TRUE,8,9,9,9,9,9,9,9,9,6,6,6,6,10,0,0,9,7,8,8,2,10,6,9,9,9,3,0,3,9,7,0,0,0,0,0,0,9,9,10,10,10,10,10,10,9,9,2,0,0,9,9,9,9,9,9,9,9,9,9,5,1,9,10,9,3,9,9,9,10,8,0,4,9,3,10,9,9,10,9,9,2,7,3,10,10,10,10,10,10,10,10,9,9,9,9,10,10,10,10,10,10,10,9,10,4,5,4,7,7,10,10,10,8,8,5,9,10,10,10,10,1,9,10,3,4,0,0,0,3,3,0,3,10,8,1,9,1,9,8,9,0,9,7,9,9,9,3
Common_lymphoid_progenitors;bone_marrow_TRUE,9,9,10,10,10,10,10,10,10,8,8,8,2,9,3,1,9,4,8,8,3,10,4,10,8,9,4,1,2,8,3,0,0,0,0,0,0,10,10,10,10,10,10,10,10,9,9,2,1,1,10,10,10,10,10,10,10,10,10,10,8,4,7,10,9,4,9,9,9,10,10,0,2,10,3,10,8,8,10,10,10,2,8,2,10,10,10,10,10,10,10,10,9,9,9,9,10,10,10,10,10,10,10,8,10,3,4,6,9,9,10,10,10,8,8,6,7,10,10,10,10,2,9,10,4,6,1,0,0,3,3,0,3,10,7,1,10,0,9,7,9,0,10,6,10,8,8,1
Dendritic_cells;spleen_TRUE,9,7,10,10,10,10,10,10,10,3,3,3,7,7,1,0,10,4,9,9,0,8,7,10,7,7,3,0,3,7,6,0,0,0,0,0,0,9,9,10,10,10,10,10,10,7,7,2,0,0,8,8,8,8,8,8,8,8,8,8,4,2,6,10,7,4,10,9,9,10,9,0,2,8,3,10,7,7,10,9,8,1,6,3,10,10,10,10,10,10,10,10,7,7,6,7,10,10,10,10,10,10,10,7,10,5,3,4,9,9,7,9,9,7,7,1,8,10,10,10,10,1,10,8,3,5,1,0,0,4,1,0,3,10,7,0,9,0,7,4,6,0,9,2,9,6,6,1
Double-negative_thymic_pro-T_cells;thymus_TRUE,8,7,10,10,10,10,10,10,10,3,2,2,4,9,0,0,8,2,6,6,0,8,5,8,7,8,4,0,4,7,5,0,0,0,0,0,0,8,8,9,9,9,9,9,9,8,8,3,1,1,9,9,9,9,9,9,9,9,9,9,4,1,6,9,8,4,8,9,9,8,6,0,3,8,3,8,7,7,8,9,8,2,4,4,9,9,9,9,9,9,9,9,8,8,8,8,10,10,10,10,10,10,10,8,8,2,4,5,8,8,8,8,8,7,7,4,7,8,8,8,8,2,7,8,1,6,1,0,0,1,1,0,3,8,8,2,9,1,8,5,8,0,8,4,8,10,10,1
Ductal_epithelial_cells;liver_TRUE,9,9,10,10,10,10,10,10,10,7,7,7,2,9,1,0,10,2,9,9,0,8,5,10,7,7,1,0,0,8,5,0,0,0,0,0,0,10,10,10,10,10,10,10,10,7,7,3,0,0,10,10,10,10,10,10,10,10,10,10,7,2,9,8,7,7,10,9,9,10,7,0,0,10,0,9,7,7,9,10,8,4,3,0,9,9,9,9,9,9,9,9,7,7,8,7,9,10,10,10,10,10,10,8,9,3,3,4,10,10,8,10,10,5,5,4,5,9,9,9,9,1,10,8,4,4,0,0,0,2,1,0,1,9,6,0,10,0,7,5,8,0,10,3,10,7,7,0
Early_pro-B_cells;bone_marrow_TRUE,8,5,10,10,10,10,10,10,10,5,5,5,4,6,0,0,10,1,4,4,1,8,5,9,10,10,6,1,6,7,3,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,2,1,1,9,9,9,9,9,9,9,9,9,9,3,0,3,10,10,6,10,10,10,10,8,0,1,8,6,10,10,10,9,10,6,1,4,6,10,10,10,10,10,10,10,10,10,10,5,10,10,10,10,10,10,10,10,6,9,3,2,4,6,6,6,9,9,10,10,2,7,9,9,9,9,4,9,8,4,5,0,0,0,4,3,2,3,9,10,1,10,0,10,3,5,0,10,4,10,9,9,3
Epithelial_brush_cells;colon_TRUE,9,8,10,10,10,10,10,10,10,7,5,5,1,8,1,0,7,3,8,8,3,6,2,7,6,9,2,4,1,4,2,0,0,0,0,0,0,9,9,10,10,10,10,10,10,9,9,3,0,0,9,9,9,9,9,9,9,9,9,9,7,3,5,9,9,2,7,6,6,9,6,0,0,6,0,9,6,6,8,9,5,3,3,1,9,9,9,9,9,9,9,9,9,9,7,9,8,9,9,9,9,9,9,7,8,2,3,2,9,9,4,8,8,4,4,3,6,8,8,8,8,4,10,6,0,2,1,0,0,6,2,0,2,8,5,0,8,0,9,4,7,0,9,5,9,4,4,1
Fraction_A_pre-pro_B_cells;bone_marrow_TRUE,9,7,10,10,10,10,10,10,10,6,6,6,4,9,2,0,10,3,8,8,0,10,4,10,10,10,2,0,2,7,3,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,2,1,1,10,10,10,10,10,10,10,10,10,10,5,2,6,10,10,6,10,10,10,10,9,0,2,10,3,10,10,10,10,10,9,2,7,2,10,10,10,10,10,10,10,10,10,10,8,10,10,10,10,10,10,10,10,6,10,3,5,5,10,10,8,10,10,6,6,5,6,10,10,10,10,1,10,10,4,4,1,0,0,6,3,0,2,10,7,0,10,0,10,4,8,0,10,4,10,8,8,1
Kupffer_cell;liver_TRUE,7,7,10,10,10,10,10,10,10,4,4,4,6,8,2,0,9,6,8,8,2,9,4,9,7,8,2,0,2,7,6,0,0,0,0,0,0,9,9,10,10,10,10,10,10,8,8,3,0,0,10,10,10,10,10,10,10,10,10,10,6,1,5,8,8,2,9,8,8,9,8,0,4,9,2,8,7,7,8,9,8,1,6,2,8,8,8,8,8,8,8,8,8,8,9,8,8,9,9,9,9,9,9,8,8,3,3,4,9,9,8,9,9,8,8,4,6,8,8,8,8,1,9,9,2,2,1,0,0,3,2,0,2,8,6,1,9,1,8,6,9,0,9,4,9,6,6,2
