cluster,Alveolar_macrophages;lung,Astrocytes;brain,B_cells;adipose_tissue,B_cells;bone_marrow,B_cells;breast,B_cells;liver,B_cells;lung,B_cells;muscle_organ,B_cells;spleen,Basal_cells;breast,Basal_cells_of_epidermis;skin_of_body,Basal_cells_of_epidermis;tongue,Basophils;bone_marrow,Bergmann_glial_cells;brain,Bladder_cells;urinary_bladder,Bladder_urothelial_cells;urinary_bladder,Blood_cells;trachea,Brain_pericytes;brain,Cardiomyocytes;heart,Cardiomyocytes;vasculature,Ciliated_columnar_cells_of_tracheobronchial_tree;lung,Classical_monocytes;lung,Common_lymphoid_progenitors;bone_marrow,Dendritic_cells;spleen,Double-negative_thymic_pro-T_cells;thymus,Ductal_epithelial_cells;liver,Early_pro-B_cells;bone_marrow,Epithelial_brush_cells;colon,Fraction_A_pre-pro_B_cells;bone_marrow,Kupffer_cell;liver,Langerhans_cell;tongue,Not_Annotated;adipose_tissue,Not_Annotated;heart,Not_Annotated;lung,Not_Annotated;muscle_organ,Not_Annotated;trachea,Not_Annotated;vasculature,Slamf1-negative_multipotent_progenitor_cells;bone_marrow,Slamf1-positive_multipotent_progenitor_cells;bone_marrow,T_cells;adipose_tissue,T_cells;bone_marrow,T_cells;breast,T_cells;lung,T_cells;muscle_organ,T_cells;spleen,collecting_duct_epithelial_cells;kidney,colon_epithelial_cells;colon,colon_goblet_cells;colon,endocardial_cells;heart,endocardial_cells;vasculature,endothelial_cells;adipose_tissue,endothelial_cells;brain,endothelial_cells;breast,endothelial_cells;heart,endothelial_cells;kidney,endothelial_cells;muscle_organ,endothelial_cells;pancreas,endothelial_cells;trachea,endothelial_cells;urinary_bladder,endothelial_cells;vasculature,enterocytes;colon,enteroendocrine_cells;colon,epidermal_cells;skin_of_body,epithelial_cells;trachea,epithelial_cells_of_proximal_tubule;kidney,erythroblasts;bone_marrow,erythrocytes;vasculature,fibroblasts;heart,fibroblasts;vasculature,granulocyte_monocyte_progenitor_cells;bone_marrow,granulocytes;bone_marrow,granulocytopoietic_cells;bone_marrow,hematopoietic_precursor_cells;bone_marrow,hepatocytes;liver,immature_B_cells;bone_marrow,immature_NK_T_cells;bone_marrow,immature_T_cells;bone_marrow,immature_T_cells;thymus,immature_natural_killer_cells;bone_marrow,keratinocyte_stem_cells;skin_of_body,keratinocytes;tongue,kidney_capillary_endothelial_cells;kidney,kidney_cells;kidney,late_pro-B_cells;bone_marrow,leukocytes;heart,leukocytes;kidney,leukocytes;liver,leukocytes;lung,leukocytes;pancreas,leukocytes;skin_of_body,leukocytes;thymus,leukocytes;urinary_bladder,loop_of_Henle_ascending_limb_epithelial_cells;kidney,luminal_epithelial_cells_of_mammary_gland;breast,lung_endothelial_cells;lung,lung_epithelial_cells;lung,lymphocytes;muscle_organ,macrophages;bone_marrow,macrophages;brain,macrophages;breast,macrophages;kidney,macrophages;muscle_organ,macrophages;spleen,mast_cells;lung,mature_natural_killer_cells;bone_marrow,megakaryocyte-erythroid_progenitor_cells;bone_marrow,mesangial_cells;kidney,mesenchymal_cells;trachea,mesenchymal_stem_cells;muscle_organ,mesenchymal_stem_cells_of_adipose;adipose_tissue,microglia;brain,monocytes;bone_marrow,monocytes;lung,myeloid_cells;adipose_tissue,myeloid_cells;lung,myofibroblasts;heart,naive_B_cells;bone_marrow,natural_killer_cells;adipose_tissue,natural_killer_cells;liver,natural_killer_cells;lung,natural_killer_cells;spleen,neuroendocrine_cells;trachea,neurons;brain,non-classical_monocytes;lung,oligodendrocyte_precursor_cells;brain,oligodendrocytes;brain,pancreatic_A_cells;pancreas,pancreatic_D_cells;pancreas,pancreatic_PP_cells;pancreas,pancreatic_acinar_cells;pancreas,pancreatic_beta_cells;pancreas,pancreatic_ductal_cells;pancreas,pancreatic_stellate_cells;pancreas,pre-natural_killer_cells;bone_marrow,precursor_B_cells;bone_marrow,proerythroblasts;bone_marrow,professional_antigen_presenting_cells;vasculature,promonocytes;bone_marrow,proximal_straight_tubule_epithelial_cells;kidney,regulatory_T_cells;bone_marrow,sinusoidal_endothelial_cells;liver,skeletal_muscle_satellite_cells;muscle_organ,skeletal_muscle_satellite_stem_cells;muscle_organ,smooth_muscle_cells;heart,stem_cells_of_epidermis;skin_of_body,stromal_cells;breast,stromal_cells;lung,type_II_pneumocytes;lung
Basal_cells_of_epidermis;skin_of_body_TRUE,21,18,24,24,24,24,24,24,24,23,23,23,10,22,8,1,23,14,20,20,8,21,21,21,20,25,8,3,8,18,15,0,0,0,0,0,0,24,24,23,23,23,23,23,23,25,25,15,2,2,25,25,25,25,25,25,25,25,25,25,12,6,22,25,25,16,23,24,24,24,20,0,5,24,7,24,20,20,23,25,24,16,17,8,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,20,23,10,14,18,22,22,15,24,24,20,20,19,17,23,23,23,23,10,25,21,8,14,1,0,0,8,7,2,13,23,15,2,25,1,25,20,25,0,24,18,24,23,23,7
Basal_cells_of_epidermis;tongue_TRUE,21,14,22,22,22,22,22,22,22,15,14,14,4,19,4,1,21,9,16,16,2,16,10,19,18,20,3,2,3,18,8,0,0,0,0,0,0,22,22,20,20,20,20,20,20,20,20,10,1,1,24,24,24,24,24,24,24,24,24,24,9,3,17,22,20,12,21,21,21,23,15,0,1,19,1,20,18,18,19,23,21,6,9,3,19,19,19,19,19,19,19,19,20,20,17,20,23,24,24,24,24,24,24,15,19,5,2,13,21,21,8,20,20,13,13,17,11,19,19,19,19,6,22,16,6,9,0,0,0,10,6,0,5,19,10,1,22,0,20,10,17,1,22,10,22,17,17,3
Basophils;bone_marrow_TRUE,21,15,23,23,23,23,23,23,23,11,11,11,18,20,3,0,22,7,18,18,1,23,16,23,22,20,8,0,5,20,14,0,0,0,0,0,0,23,23,23,23,23,23,23,23,20,20,6,1,1,23,23,23,23,23,23,23,23,23,23,10,2,15,23,20,9,22,22,22,24,21,0,6,18,6,22,22,22,22,23,19,3,10,5,24,24,24,24,24,24,24,24,20,20,22,20,22,24,24,24,24,24,24,20,22,9,7,11,21,21,16,24,24,20,20,6,19,22,22,22,22,6,23,23,3,9,2,1,0,6,4,0,5,22,18,2,23,4,20,17,22,0,23,12,23,17,17,2
Bergmann_glial_cells;brain_TRUE,20,24,25,25,25,25,25,25,25,19,18,18,4,25,1,1,23,11,18,18,0,21,5,20,18,20,2,0,0,16,7,0,0,0,0,0,0,25,25,24,24,24,24,24,24,20,20,11,1,1,24,24,24,24,24,24,24,24,24,24,9,2,14,23,20,6,23,24,24,25,12,0,0,23,1,23,18,18,22,25,19,8,11,0,24,24,24,24,24,24,24,24,20,20,22,20,24,24,24,24,24,24,24,16,22,2,7,8,22,21,20,22,22,17,17,14,15,22,22,22,22,3,25,21,9,20,1,1,0,4,7,1,3,22,16,0,24,0,20,15,22,0,25,13,25,18,18,2
Bladder_cells;urinary_bladder_TRUE,24,21,24,24,24,24,24,24,24,19,19,19,9,23,5,1,23,17,23,23,5,23,13,22,22,25,9,1,7,20,11,0,0,0,0,0,0,24,24,25,25,25,25,25,25,25,25,12,6,6,24,24,24,24,24,24,24,24,24,24,12,5,19,25,25,11,23,25,25,24,19,0,3,24,7,25,22,22,22,24,24,17,16,7,23,23,23,23,23,23,23,23,25,25,22,25,25,25,25,25,25,25,25,19,22,9,15,22,25,25,16,24,24,18,18,21,16,22,22,22,22,9,25,23,14,15,5,0,0,12,7,2,13,22,17,1,23,1,25,16,22,1,24,21,24,25,25,6
Bladder_urothelial_cells;urinary_bladder_TRUE,22,17,24,24,24,24,24,24,24,17,14,14,8,19,5,2,21,9,15,15,4,22,8,18,19,22,4,1,3,14,8,0,0,0,0,0,0,21,21,23,23,23,23,23,23,22,22,11,1,1,24,24,24,24,24,24,24,24,24,24,9,8,17,22,22,12,21,22,22,24,16,0,2,20,3,23,19,19,20,22,20,6,10,3,21,21,21,21,21,21,21,21,22,22,20,22,24,23,23,23,23,23,23,16,20,7,10,11,23,23,14,23,23,17,17,13,12,20,20,20,20,9,21,22,5,8,2,0,0,7,3,3,7,20,16,0,23,0,22,11,21,2,21,10,21,19,19,4
Blood_cells;trachea_TRUE,19,20,25,25,25,25,25,25,25,12,12,12,7,19,1,0,22,9,16,16,0,24,9,22,18,21,5,0,1,12,11,0,0,0,0,0,0,23,23,23,23,23,23,23,23,21,21,9,1,1,23,23,23,23,23,23,23,23,23,23,14,7,13,22,21,6,22,20,20,24,20,0,5,22,7,23,18,18,23,23,15,7,12,4,24,24,24,24,24,24,24,24,21,21,21,21,24,25,25,25,25,25,25,21,23,4,7,10,23,23,21,25,25,18,18,11,15,23,23,23,23,6,21,24,5,13,1,0,0,7,5,0,3,23,17,0,25,1,21,15,21,0,23,12,23,19,19,3
Brain_pericytes;brain_TRUE,21,20,24,24,24,24,24,24,24,20,18,18,7,21,4,2,23,18,22,22,1,21,11,21,20,20,5,1,4,18,12,0,0,0,0,0,0,23,23,23,23,23,23,23,23,20,20,11,4,4,23,23,23,23,23,23,23,23,23,23,9,4,16,22,20,8,23,22,22,23,18,0,2,21,3,21,20,20,20,23,19,7,16,4,22,22,22,22,22,22,22,22,20,20,22,20,20,22,22,22,22,22,22,19,20,7,16,12,22,22,19,21,21,20,20,19,18,20,20,20,20,6,25,21,7,13,2,0,0,8,7,3,7,20,20,1,23,0,20,12,22,0,23,19,23,21,21,6
Cardiomyocytes;heart_TRUE,21,21,25,25,25,25,25,25,25,14,14,14,4,24,1,0,24,8,24,24,4,17,17,22,19,23,3,2,3,17,11,0,0,0,0,0,0,25,25,23,23,23,23,23,23,23,23,9,6,6,24,24,24,24,24,24,24,24,24,24,6,3,16,24,23,9,24,25,25,25,20,0,0,25,1,23,19,19,21,25,18,8,12,3,25,25,25,25,25,25,25,25,23,23,22,23,24,25,25,25,25,25,25,14,21,6,10,14,24,23,18,20,20,16,16,12,13,21,21,21,21,4,25,17,8,16,1,0,1,8,7,1,11,21,11,1,25,1,23,9,22,0,25,17,25,17,17,1
Cardiomyocytes;vasculature_TRUE,21,16,25,25,25,25,25,25,25,13,12,12,5,19,1,0,20,8,22,22,6,13,9,20,19,21,5,1,4,16,7,0,0,0,0,0,0,24,24,24,24,24,24,24,24,21,21,8,6,6,20,20,20,20,20,20,20,20,20,20,5,2,13,22,21,9,20,25,25,24,13,0,0,24,1,24,19,19,20,25,15,6,9,4,25,25,25,25,25,25,25,25,21,21,17,21,21,25,25,25,25,25,25,12,20,2,8,13,22,22,13,18,18,14,14,12,11,20,20,20,20,3,24,13,4,11,2,0,1,4,4,1,6,20,11,1,21,1,21,6,17,0,24,17,24,16,16,2
Ciliated_columnar_cells_of_tracheobronchial_tree;lung_TRUE,8,8,14,14,14,14,14,14,14,8,6,6,1,8,0,0,15,2,4,4,0,7,4,6,5,10,1,0,1,5,3,0,0,0,0,0,0,14,14,13,13,13,13,13,13,10,10,4,1,1,13,13,13,13,13,13,13,13,13,13,1,1,5,12,10,5,15,11,11,15,7,0,0,9,2,12,5,5,9,14,8,0,6,1,13,13,13,13,13,13,13,13,10,10,8,11,15,14,14,14,14,14,14,3,9,2,1,2,7,7,6,8,8,7,7,3,4,9,9,9,9,1,15,7,2,5,0,0,0,0,1,0,2,9,6,2,12,0,10,5,8,0,14,3,14,7,7,0
Classical_monocytes;lung_TRUE,21,20,23,23,23,23,23,23,23,17,16,16,14,23,1,0,23,14,18,18,6,23,15,24,22,23,7,0,7,21,16,0,0,0,0,0,0,23,23,25,25,25,25,25,25,23,23,9,0,0,23,23,23,23,23,23,23,23,23,23,14,5,21,25,23,9,23,23,23,24,20,0,6,21,8,24,22,22,24,23,22,7,14,7,25,25,25,25,25,25,25,25,23,23,23,23,24,25,25,25,25,25,25,20,24,8,11,12,20,20,22,24,24,22,22,14,17,24,24,24,24,4,24,23,6,12,1,0,0,8,6,0,10,24,18,1,24,1,23,18,23,0,23,15,23,21,21,7
Common_lymphoid_progenitors;bone_marrow_TRUE,21,21,25,25,25,25,25,25,25,20,20,20,4,22,6,2,24,12,21,21,5,19,10,23,21,22,10,1,5,20,7,0,0,0,0,0,0,24,24,25,25,25,25,25,25,22,22,6,2,2,25,25,25,25,25,25,25,25,25,25,16,5,18,25,22,13,24,24,24,24,21,0,3,23,7,25,21,21,24,24,22,4,18,5,24,24,24,24,24,24,24,24,22,22,21,22,25,23,23,23,23,23,23,20,24,6,8,16,23,23,19,22,22,19,19,13,18,24,24,24,24,5,23,19,9,10,3,0,0,9,12,1,7,24,17,3,25,1,22,18,21,1,24,16,24,19,19,3
Dendritic_cells;spleen_TRUE,22,19,23,23,23,23,23,23,23,12,11,11,14,18,3,0,24,11,21,21,2,21,17,23,19,18,9,0,6,17,14,0,0,0,0,0,0,23,23,25,25,25,25,25,25,18,18,7,1,1,20,20,20,20,20,20,20,20,20,20,10,4,15,24,18,10,24,22,22,25,18,0,5,22,5,23,19,19,23,24,20,5,13,6,23,23,23,23,23,23,23,23,18,18,17,18,24,25,25,25,25,25,25,18,23,9,6,13,24,24,16,23,23,17,17,8,16,23,23,23,23,3,24,21,8,14,4,0,0,11,8,0,8,23,16,0,22,1,18,14,17,0,23,11,23,19,19,3
Double-negative_thymic_pro-T_cells;thymus_TRUE,19,17,25,25,25,25,25,25,25,11,10,10,12,19,2,0,19,11,15,15,1,22,11,22,21,19,11,0,10,19,13,0,0,0,0,0,0,21,21,24,24,24,24,24,24,19,19,8,1,1,21,21,21,21,21,21,21,21,21,21,10,3,16,24,19,10,19,22,22,22,18,0,7,18,8,22,21,21,21,22,18,7,12,10,24,24,24,24,24,24,24,24,19,19,18,20,25,24,24,24,24,24,24,21,21,8,11,13,22,22,19,22,22,19,19,11,19,21,21,21,21,5,21,22,5,11,2,0,0,7,5,0,5,21,20,4,21,1,19,17,18,0,21,14,21,21,21,3
Ductal_epithelial_cells;liver_TRUE,22,19,25,25,25,25,25,25,25,15,13,13,5,19,1,0,25,5,16,16,0,17,13,20,15,20,3,0,0,17,10,0,0,0,0,0,0,24,24,25,25,25,25,25,25,20,20,8,1,1,20,20,20,20,20,20,20,20,20,20,9,2,21,23,20,16,25,24,24,24,16,0,0,23,1,23,15,15,21,25,19,6,7,0,23,23,23,23,23,23,23,23,20,20,17,20,24,25,25,25,25,25,25,16,21,7,7,9,22,21,15,24,24,12,12,11,12,21,21,21,21,2,25,17,6,7,0,0,0,6,3,0,2,21,15,2,25,0,20,11,17,0,24,5,24,15,15,1
Early_pro-B_cells;bone_marrow_TRUE,20,13,24,24,24,24,24,24,24,9,9,9,9,14,0,0,21,6,13,13,2,17,11,20,20,21,11,1,10,15,8,0,0,0,0,0,0,23,23,24,24,24,24,24,24,21,21,7,2,2,21,21,21,21,21,21,21,21,21,21,7,2,8,23,21,10,21,21,21,23,14,0,3,19,9,22,20,20,19,23,14,4,7,10,21,21,21,21,21,21,21,21,21,21,14,21,23,22,22,22,22,22,22,16,19,5,5,7,17,17,11,20,20,19,19,7,14,19,19,19,19,7,21,17,8,9,1,0,0,7,6,2,5,19,19,2,24,0,21,8,14,0,23,8,23,18,18,4
Epithelial_brush_cells;colon_TRUE,18,15,20,20,20,20,20,20,20,14,11,11,3,18,2,0,18,5,17,17,5,12,5,15,13,16,5,6,3,10,6,0,0,0,0,0,0,21,21,20,20,20,20,20,20,16,16,9,1,1,19,19,19,19,19,19,19,19,19,19,14,7,14,21,16,7,18,17,17,21,15,0,0,15,0,20,13,13,18,21,15,9,8,3,21,21,21,21,21,21,21,21,16,16,16,16,20,20,20,20,20,20,20,14,18,7,5,8,19,19,11,17,17,14,14,6,11,18,18,18,18,7,22,12,1,6,3,1,0,10,5,1,6,18,13,0,20,0,16,6,16,0,21,11,21,10,10,3
Fraction_A_pre-pro_B_cells;bone_marrow_TRUE,20,20,23,23,23,23,23,23,23,14,13,13,9,22,5,1,23,9,20,20,3,22,11,21,21,22,8,1,6,16,10,0,0,0,0,0,0,24,24,21,21,21,21,21,21,22,22,8,3,3,23,23,23,23,23,23,23,23,23,23,11,4,15,22,22,12,23,23,23,24,19,0,4,21,7,22,21,21,22,24,21,5,16,7,23,23,23,23,23,23,23,23,22,22,18,22,23,23,23,23,23,23,23,16,22,7,8,13,22,22,20,23,23,18,18,10,16,22,22,22,22,6,23,22,11,12,2,0,0,11,6,0,5,22,18,0,23,0,22,12,18,0,24,12,24,20,20,3
Kupffer_cell;liver_TRUE,21,21,24,24,24,24,24,24,24,14,12,12,13,22,4,0,22,16,20,20,3,23,13,24,21,22,7,0,3,19,15,0,0,0,0,0,0,23,23,24,24,24,24,24,24,22,22,12,2,2,24,24,24,24,24,24,24,24,24,24,15,3,14,22,22,9,22,20,20,23,22,0,5,23,4,22,21,21,22,23,18,6,13,3,22,22,22,22,22,22,22,22,22,22,22,22,22,24,24,24,24,24,24,21,22,8,10,10,22,22,23,24,24,23,23,12,16,22,22,22,22,2,23,23,6,8,2,0,0,6,6,0,6,22,14,2,24,1,22,17,22,0,23,12,23,19,19,7
